Kode;Kodetekst 
S99;Kutan autosensibilisering
S99;Lentigo
S99;Leukodermi
S99;Lichen ruber planus
S99;Lichen sclerosis et atrophicus
S99;Lichen simplex chronicus
S99;Lokalisert skleroderma
S99;Lupus erythematosus hud
S99;Negledystrofi
S99;Neglesykdom IKA
S99;Nevrodermatitt
S99;Onykogrypose
S99;Papuloskvamøs hudlidelse INA
S99;Parapsoriasis
S99;Pemfigoid
S99;Pemfigus legemiddelutløst
S99;Pemfigus
S99;Perioral dermatitt
S99;Pigmentering hud unormal INA
S99;Pigmenttap
S99;Pityriasis alba
S99;Pityriasis lichenoides
S99;Pyoderma gangrenosum
S99;Rinofyma
S99;Rosacea INA
S99;Striae atrophicae
S99;Sycosis barbae
S99;Tatovering
S99;Underhudsykdom IKA
S99;Verruca senilis
S99;Vitiligo
S99;Xerosis cutis
S99;Granulom
S99;Hyperkeratose IKA
S99;Keratoakantom
S99;Lichen planus
S99;Lupus erythematosus discoides
S99;Rosacea
S99;Seboréiske/senile vorter
S99;Lipødem
T01;Økt tørste
T01;Drikking overdreven
T01;Polydipsi
T02;Økt matlyst
T02;Appetitt økt
T02;Overspising
T02;Polyfagi
T02;Overdreven spising
T03;Nedsatt matlyst
T03;Anoreksi INA
T03;Appetittløshet
T03;Anoreksi
T04;Ernæringsproblem hos spedbarn/barn
T04;Barn dårlig matstell
T04;Barn ernæringsproblem IKA
T04;Barn spisevansker INA
T04;Barn underernæring INA
T04;Problem med spising/mating hos spedbarn/barn
T05;Ernæringsproblem hos voksen
T05;Spisevansker INA
T05;Vanskeligheter med inntak og tilførsel av mat
T05;Problem med spising/mating hos voksen
T07;Vektøkning
T07;Vektøkning unormal
T08;Vekttap
T08;Avmagring INA
T08;Kakeksi
T08;Undervektig INA
T08;Vekttap unormalt INA
T08;cachexia
T08;failure to thrive hos voksne
T10;Forsinket vekst
T10;Barn manglende trivsel
T10;Dvergvekst IKA
T10;Fysisk retardasjon
T10;Vekst forsinket/manglende INA
T10;Veksthemning INA
T10;Vektøkning forsinket/manglende INA
T10;Forsinket fysisisk tilvekst
T10;Svikt i trivsel
T11;Uttørring
T11;Dehydrering INA
T11;Væsketap
T11;Dehydrering
T26;Engstelig for kreft i det endokrine systemet
T26;Engstelig for kreft tyreoidea
T27;Engstelig for sykd endokr/metabolske syst/ernæringssykd IKA
T27;Engstelig for hormonsykdom
T27;Engstelig for problem med ernæring
T27;Engstelig for sukkersyke
T27;Engstelig for sykdom stoffskifte
T28;Redusert funksjonsevne pga endokr/metabolsk/ernæringsproblem
T28;Funksjonshemning endokrin sykdom
T28;Funksjonshemning ernæringssykdom
T28;Funksjonshemning metabolsk sykdom
T28;Redusert funksjonsevne ernæringsprob
T28;Redusert funksjonsevne stoffskifte
T28;Redusert funksjonsevne sukkersyke
T29;Endokrin/metabolsk/ernæring symptomer/plager IKA
T29;Undervekt
T29;Spesielle lyster på mat
T70;Infeksjon i det endokrine systemet
T70;Abscess tyreoidea
T70;Purulent tyreoiditt
T70;Pyogen tyreoiditt
T70;Tyreoiditt akutt purulent
T71;Ondartet svulst i tyreoidea
T72;Godartet svulst i tyreoidea
T73;Svulst i endokrine organ IKA
T73;Carcinoma in situ endokrin kjert IKA
T73;Carcinoma in situ tyreoidea
T73;Godartet svulst binyre
T73;Godartet svulst hypofyse
T73;Godartet svulst paratyreoidea
T73;MEA (multippel endokrin adenomatose)
T73;MEN (multippel endokrin neoplasi)
T73;Ondartet svulst binyre
T73;Ondartet svulst hypofyse
T73;Ondartet svulst paratyreoidea
T73;Uspesifisert svulst binyre
T73;Uspesifisert svulst corpus pineale
T73;Uspesifisert svulst hypofyse
T73;Uspesifisert svulst tyreoidea
T73;Annen endokrin svulst, endokrin svulst ikke spesifisert som godartet eller ondartet når histologi ikke er tilgjengelig
T78;Ductus/cystis tyreoglossus
T78;Cystis tyreoglossus persistens
T78;Ductus tyreoglossus persistens
T78;Tyreoglossuscyste
T80;Medfødt feil i endokrine/metabolske system IKA
T80;Kretinisme endemisk
T80;Medfødt feil binyre
T80;Medfødt feil endokrin kjertel IKA
T80;Medfødt feil jodmangelsyndrom
T80;Dvergvekst
T80;Kretinisme
T81;Struma
T81;Adenoma thyreoideae nontoxica
T81;Knutestruma ikke-toksisk
T81;Struma diffust ikke-toksisk
T81;Struma enkeltknute ikke-toksisk
T81;Struma flerknutet ikke-toksisk
T81;Struma INA
T81;Tyreoideaknute ikke-toksisk
T81;Ikke-toksisk struma
T81;Knute i skjoldbrukskjertel
T82;Fedme
T82;Fedme legemiddelutløst
T82;Obesitas
T82;Pickwick-syndrom
T83;Overvekt
T85;Hypertyreose/tyreotoksikose
T85;Eksoftalmus INA
T85;Eksoftalmus tyreotoksikose
T85;Graves sykdom
T85;Hypertyreose INA
T85;Stoffskifte høyt
T85;Struma diffust toksisk
T85;Tyreotoksikose diffust struma
T85;Tyreotoksikose enkeltknutestruma
T85;Tyreotoksikose flerknutet struma
T85;Tyreotoksikose iatrogen
T85;Tyreotoksikose INA
T85;Tyreotoksikose med eksoftalmus
T85;Tyreotoksisk krise
T85;Toksisk struma
T86;Hypotyreose/myksødem
T86;Hypotyreose etter infeksjon
T86;Hypotyreose INA
T86;Hypotyreose jodmangelrelatert
T86;Hypotyreose legemiddelutløst
T86;Medfødt hypotyreose
T86;Myksødem INA
T86;Stoffskifte lavt
T86;Struma jodmangelrelatert
T87;Hypoglykemi
T87;Hyperinsulisme funksjonell INA
T87;Hyperinsulisme koma ikke-diabetisk
T87;Hypoglykemi legemiddelutløst
T87;Koma hypoglykemisk ikke-diabetisk
T87;Lavt blodsukker INA
T87;Hyperinsulinisme
T87;Insulinkoma
T89;Diabetes type 1
T89;Diabetes type 1 m/komplik
T89;Diabetes type 1 u/komplik
T89;Diabetes mellitus type 1
T89;Diabetes mellitus type 1 med koma
T89;Diabetes type 1 med hyperglykemisk koma
T89;Diabetes type 1 med hypoglykemisk koma
T89;Diabetes type I
T89;Type I diabetes
T90;Diabetes type 2
T90;Diabetes type 2 m/komplik
T90;Diabetes type 2 u/komplik
T90;Diabetes mellitus type 2
T90;Diabetes mellitus INA
T90;Diabetes type 2 med ketoacidose
T90;Diabetes type 2 med hyperglykemisk koma 
T90;Diabetes type 2 med hypoglykemisk koma
T90;Diabetes type IIType II diabetes
T91;Vitaminmangel/ernæringsforstyrrelse
T91;Askorbinsyremangel
T91;A-vitaminmangel
T91;B12-vitaminmangel
T91;Beriberi
T91;B-vitaminmangel INA
T91;C-vitaminmangel
T91;D-vitaminmangel
T91;E-vitaminmangel
T91;Feilernæring INA
T91;Folsyremangel
T91;Jernmangel uten anemi
T91;Kalsium manglende inntak
T91;K-vitaminmangel
T91;Kwashiorkor
T91;Magnesiummangel
T91;Mangelsykdom IKA INA
T91;Marasme
T91;Mineralmangel INA
T91;Niacinmangel
T91;Pellagra
T91;Pyridoxinmangel/B6-vitaminmangel
T91;Rakitt
T91;Riboflavinmangel/B2-vitaminmangel
T91;Selen manglende inntak
T91;Sink manglende inntak
T91;Skjørbuk
T91;Tiaminmangel
T91;Underernæring INA
T91;Veksthemning underernæring
T91;Vekttap alvorlig underernæring
T91;Vekttap mild underernæring
T91;Vekttap moderat underernæring
T91;Vitaminmangel IKA
T91;Vitaminmangel INA
T91;Ernæringsbetinget mineralmangel
T91;folinsyremangel
T91;Underernæring/feilernæring
T92;Urinsyregikt
T92;Arthritis urica
T92;Podagra
T92;Tofi ved urinsyregikt
T92;Urinsyregikt alkoholutløst
T92;Urinsyregikt blyutløst
T92;Urinsyregikt idiopatisk
T92;Urinsyregikt legemiddelutløst
T92;Urinsyregikt nyresvikt
T93;Lipidstoffskifte forstyrrelse
T93;Hyperglyseridemi
T93;Hyperkolesterolemi
T93;Hyperlipidemi blandet
T93;Hyperlipidemi
T93;Lipoproteinforstyrrelse INA
T93;Xanthoma
T93;Forhøyet nivå av kolesterol/triglycerider
T93;Unormale lipoproteinnivåer
T99;Endokrin/metabolsk/ernæringssykdom IKA
T99;Acidose INA
T99;Addisons sykdom
T99;Adipositas lokalisert
T99;Adrenogenitalt syndrom
T99;Akromegali
T99;Albinisme
T99;Alkalose
T99;Amyloidose
T99;Androgenoverskudd
T99;Artritt krystallinsk IKA
T99;Binyrebarkatrofi
T99;Binyrebarkhyperplasi
T99;Binyrebarkinsuffisiens
T99;Binyresvikt
T99;CF (cystisk fibrose)
T99;Crigler-Najjars syndrom
T99;Cushings syndrom
T99;Cystisk fibrose
T99;De Quervains tyreoiditt
T99;Diabetes insipidus
T99;Dvergvekst hypofysær
T99;Elektrolyttforstyrrelse IKA
T99;Endokrin forstyrrelse IKA INA
T99;FAP (familiær amyloid nevropati)
T99;Fenylketonuri
T99;Fettpute
T99;Forstyrrelse aminosyremetabolisme
T99;Forstyrrelse glykoproteinmetabolisme
T99;Forstyrrelse karbohydratmetabolisme
T99;Forstyrrelse lipidlagring
T99;Forstyrrelse mineralmetabolismen
T99;Føllings sykdom
T99;Gilberts syndrom
T99;Glukose-galaktose-malabsorpsjon
T99;Hashimoto tyreoiditt
T99;Hemokromatose
T99;Homocystinuri
T99;Hyperaldosteronisme
T99;Hyperalimentasjon
T99;Hyperkalemi
T99;Hypernatremi
T99;Hyperparatyreodisme INA
T99;Hyperparatyreoidisme primær
T99;Hyperprolaktinemi
T99;Hyperurikemi asymptomatisk
T99;Hypoaldosteronisme
T99;Hypofysesvikt INA
T99;Hypogonadisme ovarial
T99;Hypogonadisme testikulær
T99;Hypokalemi
T99;Hyponatremi
T99;Hypoparatyreodisme
T99;Hypopituitarisme
T99;Intoleranse for glukose
T99;Karsinoid syndrom
T99;Krystallindusert leddlidelse
T99;Laktoseintoleranse
T99;Lengdevekst forøket genetisk/konstitusjonell
T99;Lesch-Nyhans syndrom
T99;Menarche tidlig
T99;Metabolsk acidose
T99;Metabolsk sykdom IKA
T99;Metabolsk syndrom
T99;MSUD (maple syrup urine disease)
T99;Mukopolysakkaridose
T99;Osteomalasi
T99;Ovarial dysfunksjon INA
T99;Ovarialsvikt primær ikke-menopausal
T99;PCO (polycystisk ovarialt syndrom)
T99;PCT (porphyria cutanea tarda)
T99;PKU (phenylketonuria)
T99;Polycystisk eggstokksyndrom
T99;Porfyri INA
T99;Porphyria cutanea tarda
T99;Pubertas praecox
T99;Pubertet for tidlig hypofysebetinget
T99;Pubertet forsinket
T99;Pubertet tidlig
T99;Renal glykosuri
T99;Respiratorisk alkalose
T99;Riedels struma
T99;SES (sick-euthyroid syndrome)
T99;Skjoldbruskkjertelforstyrrelse IKA
T99;Testikulær dysfunskjon
T99;Tymus sykdom/lidelse
T99;Tyreoditt subakutt
T99;Tyreoiditt autoimmun
T99;Tyreoiditt INA
T99;Tyreoiditt kronisk
T99;Utvikling tidlig/rask
T99;Veksthormonforstyrrelse
T99;Østrogenoverskudd
T99;Binyrebark-/ovarie-/hypofyse-/paratyreoidea-/testikkel-/annen endokrin dysfunksjon
T99;Cushings sykdom
T99;For tidlig/forsinket pubertet
T99;Ikke-infesiøs tyreoiditt
T99;Krystallinsk leddlidelse
T99;Porfyri
U01;Smerte ved vannlating
U01;Blæretenesme
U01;Dysuri
U01;Vannlating smertefull og langsom
U01;Svie vannlating
U02;Hyppig vannlating
U02;Nokturi
U02;Polyuri
U02;Vannlating økt trang
U04;Urininkontinens
U04;Enuresis INA
U04;Overfyllingsinkontinens
U04;Refleksinkontinens
U04;Sengevæting INA
U04;Stressinkontinens
U04;Urgeinkontinens
U04;Vannlating ufrivillig
U04;Enurese av organisk opprinnelse
U04;Ufrivillig vannlating
U05;Vannlatingsproblemer IKA
U05;Anuri
U05;Hesitasjon vannlatning
U05;Oliguri
U05;Urinstråle delt
U05;Urinstråle svak
U05;Vannlating delt stråle
U05;Vannlating svak stråle
U05;Vannlating treg igangsetting
U05;Svak urinstråle
U06;Hematuri
U06;Blod i urin
U06;Hematuri glomerulonefritt/glomerulær
U06;Hematuri godartet familær
U06;Hematuri makroskopisk
U06;Hematuri mikroskopisk
U07;Urin symptomer/plager IKA
U07;Urin grumset
U07;Urin misfarget
U07;Urin mørk
U07;Urin vond lukt
U07;Mørk urin
U07;Vond lukt av urin
U08;Urinretensjon
U13;Blære symptomer/plager IKA
U13;Blære irritabel
U13;Blære smerter
U13;Blære spreng
U13;Extravasatio urinae
U13;Uroplani
U13;Blæresmerte
U13;Irritabel blær
U14;Nyre symptomer/plager
U14;Nyrekolikk
U14;Nyresmerter
U14;Nyreproblem
U14;Nyresmerte
U26;Engstelig for kreft i urinveiene
U27;Engstelig for sykdom i urinveiene IKA
U28;Redusert funksjonsevne pga urinveisproblem
U28;Funksjonshemning urinveisssykdom
U28;Redusert funksjonsevne nyredialyse
U28;Nyretransplantat
U29;Urinveier symptomer/plager IKA
U70;Nyrebekkenbetennelse
U70;Nefritt infeksiøs interstitiell akutt
U70;Nefritt infeksiøs interstitiell kronisk
U70;Nefritt interstitiell INA
U70;Nyrebekkenbetennelse akutt
U70;Nyrebekkenbetennelse kronisk
U70;Nyreinfeksjon akutt INA
U70;Nyreinfeksjon INA
U70;Perinefrisk abscess
U70;Pyelitt akutt
U70;Pyelitt INA
U70;Pyelitt kronisk
U70;Pyelonefritt akutt
U70;Pyelonefritt INA
U70;Pyelonefritt kronisk
U70;Renal abscess
U70;Nyreinfeksjon
U70;Renal og perinefrisk abscess
U71;Cystitt/urinveisinfeksjon IKA
U71;Abscess urinblære
U71;Blærekatarr akutt
U71;Blærekatarr INA
U71;Blærekatarr kronisk
U71;Cystitt akutt
U71;Cystitt INA
U71;Cystitt kronisk interstitiell
U71;Cystitt kronisk
U71;Strålingscystitt
U71;Trigonitt
U71;Urinveisinfeksjon INA
U71;UVI (urinveisinfeksjon)
U71;Akutt/kronisk cystitt (ikke-venerisk)
U71;Asymptomatisk bakteriuri
U71;Nedre urinveisinfeksjon
U71;Urinveisinfeksjon IKA
U72;Uretritt
U72;Abscess urinrør
U72;Uretral meatitt
U72;Uretrasyndrom uspesifisert
U72;Uretritt klamydiainfeksjon
U72;Uretritt postmenopausal
U72;Uretritt uspesifikk
U72;Urinrør sårhet
U72;Klamydiauretritt mann
U72;Urinrørssyndrom
U72;Uspesifikk uretritt
U75;Ondartet svulst i nyre
U75;Nyrecancer
U75;Ondartet svulst nyrebekken
U76;Ondartet svulst i urinblære
U77;Ondartet svulst i urinveiene IKA
U77;Ondartet svulst urinleder
U77;Ondartet svulst urinrør
U77;Ondartet svulst i urinleder
U77;Ondartet svulst i urinrør
U78;Godartet svulst i urinveiene
U78;Godartet svulst nyre
U78;Godartet svulst nyrebekken
U78;Godartet svulst urinblære
U78;Godartet svulst urinleder
U78;Godartet svulst urinrør
U78;Papillom urinblære
U78;Polypp urinveier
U78;Papillom i urinblære
U78;Polypp i urinveier
U79;Uspesifisert svulst i urinveiene
U79;Uspesifisert svulst nyre
U79;Uspesifisert svulst nyrebekken
U79;Uspesifisert svulst urinblære
U79;Uspesifisert svulst urinleder
U79;Uspesifisert svulst urinrør
U79;Svulst i blære/nyre/urinleder/urinrør ikke spesifisert som godartet eller ondartet når histologi ikke er tilgjengelig
U80;Skade i urinveiene
U80;Etseskade urinveier
U80;Fremmedlegeme urinblære
U80;Fremmedlegeme urinrør
U80;Kontusjon nyre
U80;Skade nyre
U80;Skade urinblære
U80;Skade urinleder
U80;Skade urinrør
U80;Fremmedlegeme i urinveiene
U80;Nyrekontusjon
U85;Medfødt feil i urinveiene
U85;Medfødt feil blære ekstrofi
U85;Medfødt feil blære
U85;Medfødt feil cystenyre
U85;Medfødt feil epispadi
U85;Medfødt feil hydronefrose
U85;Medfødt feil nyre agenesi
U85;Medfødt feil nyre aksessorisk
U85;Medfødt feil nyre dysplasi
U85;Medfødt feil nyre hypoplasi
U85;Medfødt feil nyre IKA
U85;Medfødt feil urachus
U85;Medfødt feil uretraklaffer
U85;Medfødt feil urinleder atresi/stenose
U85;Medfødt feil urinleder dilatasjon
U85;Medfødt feil urinleder dobbel
U85;Medfødt feil urinleder IKA
U85;Medfødt feil urinrør atresi/striktur
U85;Medfødt feil urinrør
U85;Renal dysplasi
U85;Vesikoureteral refluks medfødt
U85;Duplikasjon nyre/urinleder
U85;Medfødt cystenyre
U88;Glomerulonefritt/nefropati
U88;Endemisk Balkan-nefropati
U88;Glomerulonefritt akutt
U88;Glomerulonefritt INA
U88;Glomerulonefritt kronisk
U88;Glomerulonefritt progredierende
U88;Nefritt INA
U88;Nefrittisk syndrom akutt
U88;Nefrittisk syndrom kronisk
U88;Nefrittisk syndrom progredierende
U88;Nefropati arvelig
U88;Nefropati INA
U88;Nefropati legemiddelutløst
U88;Nefropati pga analgetika
U88;Nefropati pga tungmetaller
U88;Nefrotisk syndrom
U88;Kronisk glomerulonefritt
U88;Nefritt
U88;Nefropati som følge av analgetikabruk
U88;Nefropati
U891;Nyresvikt
U891;Nyresvikt akutt
U891;Nyresvikt INA
U891;Nyresvikt kronisk
U891;Uremi INA
U891;Uremi postrenal
U891;Uremi prerenal
U891;kronisk nyresykdom, stadium 1
U891;kronisk nyresykdom, stadium 2
U891;kronisk nyresykdom, stadium 3
U891;kronisk nyresykdom, stadium 4
U891;kronisk nyresykdom, stadium 5
U891;kronisk nyresykdom
U90;Ortostatisk proteinuri
U90;Postural proteinuri
U95;Stein i urinveiene
U95;Blærestein
U95;Konkrement urinveier
U95;Nephrolithiasis
U95;Nyregrus
U95;Nyrestein med stein i urinleder
U95;Nyrestein
U95;Ureterstein
U95;Uretrastein
U95;Urolithiasis
U95;Konkrement/sten i blære/nyre/urinleder
U98;Unormal urinprøve IKA
U98;Glykosuri INA
U98;Urin acetonuri
U98;Urin albuminuri INA
U98;Urin bakteriuri
U98;Urin Bence-Jones proteinuri
U98;Urin biliuri
U98;Urin cytologi unormal
U98;Urin dyrkningsfunn
U98;Urin forhøyet nivå legemiddel
U98;Urin forhøyet nivå tungmetaller
U98;Urin hemoglobinuri
U98;Urin ketonuri
U98;Urin krystaller
U98;Urin kyluri
U98;Urin myoglobinuri
U98;Urin proteinuri INA
U98;Urin proteinuri vedvarende INA
U98;Urin sylindre
U98;Glykosuri
U98;Proteinuri
U98;Puss i urin
U98;Pyuri
U99;Urinveissykdom IKA
U99;Acidose renal
U99;Blæredivertikkel
U99;Blæreforstyrrelse INA
U99;Blærehalsstenose/obstruksjon
U99;Blæreinnskrumpning
U99;Blæreruptur
U99;Blæresvikt nevrogen
U99;Carunculus urethrae
U99;Detrusorhyperrefleksi IKA
U99;Divertikulitt blære
U99;Fistel urinblære
U99;Fistel urinrør
U99;Fremmedlegeme urinveier IKA
U99;Hydronefrose INA
U99;Hydronefrose obstruksjon/striktur
U99;Hydroureter
U99;Hyperparatyreodisme pga nyresykdom
U99;Lightwood-Albrights syndrom
U99;Liten nyre ukjent årsak
U99;Megaloureter
U99;Nefroptose
U99;Nevrogen blære
U99;Nyreatrofi
U99;Nyrecyste
U99;Nyrehypertrofi
U99;Nyresklerose INA
U99;Nyresykdom INA
U99;Prolaps urinrør
U99;Proteinuri nefritt/glomerulonefritt
U99;Renal diabetes insipidus
U99;Renal osteodystrofi
U99;Renal tubulær acidose
U99;RTA (renal tubulær acidose)
U99;Ruptur urinblære
U99;Skrumpnyre INA
U99;Striktur urinrør
U99;Ureterocele
U99;Uretrocele (M)
U99;Urinrør sykdom
U99;Urinrørsdivertikkel
U99;Urinrørskarunkel
U99;Urinrørsprolaps
U99;Urinveisobstruksjon INA
U99;Vesikointestinal fistel
U99;Vesikoureteral refluks med arrdannelse
U99;Vesikoureteral refluks
U99;Blærehalsobstruksjon
U99;Hydronefrose
U99;Hypertrofisk nyre
U99;Urinrørsstriktur
W01;Spørsmål om svangerskap
W01;Graviditet spørsmål om
W01;Symptomer på graviditet/svangerskap
W01;Forsinket menstruasjon
W01;Symptomer som kan tyde på svangerskap
W02;Engstelig for svangerskap
W02;Engstelig for graviditet
W02;Bekymret over muligheten for uønsket svangerskap
W03;Blødning i svangerskap
W03;Abort truende
W03;Blødning antepartum
W03;Blødning før fødsel
W03;Blødning tidlig i svangerskap
W03;Truende abort
W05;Kvalme/brekninger i svangerskap
W05;Brekninger svangerskap (<22 uker)
W05;Brekninger svangerskap (>22 uker)
W05;Brekninger svangerskap komplikasjoner
W05;Hyperemesis gravidarum (<22 uker)
W05;Kvalme svangerskap (<22 uker)
W05;Kvalme svangerskap (>22 uker)
W05;Svangerskap kvalme/brekninger INA
W05;Hyperemesis
W05;Morgenkvalme i bekreftet svangerskap
W10;Prevensjon postkoital antikonsepsjon
W10;Angrepille
W11;Prevensjon p-pille
W11;Prevensjon p-pille kontroll
W11;Prevensjon p-sprøyte
W11;Familieplanlegging ved bruk av p-pille
W12;Prevensjon spiral
W12;Prevensjon spiral fjerning/skifte
W12;Prevensjon spiral innsetting
W12;Prevensjon spiral kontroll
W12;Familieplanlegging ved bruk av IUD
W13;Sterilisering kvinne
W13;Familieplanlegging ved sterilisering av kvinne
W14;Prevensjon IKA kvinne
W14;Familieplanlegging INA (K)
W14;Prevensjon pessar tilpasning
W14;Prevensjonsveiledning (K)
W14;Prevensjon p-stav
W14;Familieplanlegging IKA
W14;Prevensjon IKA
W15;Infertilitet kvinne
W15;Barnløshet utredning (K)
W15;Infertilitet anovulasjon
W15;Infertilitet eggleder okklusjon
W15;Infertilitet INA (K)
W15;Infertilitet utredning (K)
W15;Sterilitet INA (K)
W15;Veiledning forplantning/graviditet (K)
W15;Veiledning og rådgivning abort (K)
W15;Primær og sekundær sterilitet
W17;Blødning etter fødsel
W17;Blødning puerperal INA
W17;Blødning retinert morkake INA
W17;Blødning retinerte svangerskapsrester INA
W17;Postpartum blødning INA
W18;Postpartum symptomer/plager IKA
W18;Episiotomi symptomer/plager
W18;Postpartum smerte underliv
W19;Amming symptomer/plager
W19;Brystspreng amming
W19;Galaktoré amming
W19;Melkeproduksjon suppresjon
W19;Smerte amming
W19;Galaktoré
W19;Problemer med avvenning
W19;Undertrykt melkeproduksjon
W21;Bekymret/opptatt av utseende i svangerskap
W27;Engstelig for komplikasjoner ved svangerskap/fødsel
W27;Engstelig for abort
W27;Engstelig for fødsel
W27;Engstelig for nok melkeproduksjon
W27;Engstelig for svangerskapsproblem
W27;Engstelig for medfødt feil hos barnet
W28;Redusert funksjonsevne pga svangerskapsproblem
W28;Funksjonshemning etter fødsel
W28;Funksjonshemning svangerskap
W28;Funksjonshemning svangerskap/fødsel
W28;Bekkeninstabilitet
W29;Svangerskap/fødsel symptomer/plager IKA
W29;Svangerskap symptomer/plager
W29;Familieplanlegging/prevensjon symptomer/plager IKA
W70;Infeksjon/sepsis i barseltid
W70;Barselfeber
W70;Cervicitt etter fødsel
W70;Endometritt etter fødsel
W70;Infeksjon puerperiet
W70;Puerperal sepsis
W70;Sepsis etter fødsel
W70;Underlivsinfeksjon etter fødsel
W70;Vaginitt etter fødsel
W71;Infeksjon som kompliserer svangerskap IKA
W71;Cystitt/blærekatarr svangerskap
W71;Feber etter fødsel
W71;Infeksjon amnion/fosterhinner
W71;Infeksjon i barseltid IKA
W71;Infeksjon i svangerskap INA
W71;Nyrebekkenbetennelse svangerskap
W71;Pyreksi etter fødsel INA
W71;Sepsis under fødsel
W71;Underlivsinfeksjon svangerskap
W71;Urinveisinfeksjon etter fødsel
W71;Urinveisinfeksjon svangerskap
W72;Ondartet svulst knyttet til svangerskap
W72;Korioepiteliom
W72;Koriokarsinom
W72;Ondartet svulst morkake
W73;Godartet/uspesifisert svulst knyttet til svangerskap
W73;Blæremola
W73;Mola hydatidosa
W73;Godartet svulst knyttet til svangerskap
W73;Svulst knyttet til svangerskap som ikke er spesifisert som godartet eller ondartet når histologi ikke er tilgjengelig
W75;Skade som kompliserer svangerskap
W75;Følgetilstander etter skader som påvirker svangerskap
W76;Medfødt feil som kompliserer svangerskap
W76;Medfødt feil hos mor som kan påvirket svangerskap eller fødsel
W78;Svangerskap bekreftet
W78;Graviditetstest positiv
W781;Svangerskapskontroll
W781;Rutinemessig postpartumkontroll
W79;Uønsket svangerskap
W80;Ekstrauterint svangerskap
W80;Ektopisk svangerskap
W80;Svangerskap utenfor livmoren
W81;Svangerskapsforgiftning
W81;Eklampsi
W81;HELLP (hemolysis-elevated liver enzymes, low platelets)
W81;Hypertensjon under svangerskap
W81;Preeklampsi
W81;Proteinuri under svangerskap
W81;Svangerskap ødem og proteinuri
W81;Ødem under svangerskap
W81;Ødem og proteinuri i svangerskap
W81;svangerskapshypertensjon
W82;Abort spontan
W82;Abort INA
W82;Abort spontan med komplikasjoner
W82;Abort spontan ufullstendig
W82;Dødfødsel <28 uker
W82;Missed abortion
W82;Abort fullstendig/ufullstendig/habituell/missed abortion
W83;Abort fremkalt
W83;Abort provosert med komplikasjoner
W83;Abort provosert
W83;Svangerskapsavbrudd, alle komplikasjonersvangerskapsavbrudd
W83;ab.prov
W84;Svangerskap høyrisiko
W84;Fostervann unormalt stor mengde
W84;Fostervekst hurtig/stort foster
W84;Fostervekst langsom/lite foster
W84;Førstegangsfødsel eldre
W84;Intrauterint dødsfall
W84;Morkake forliggende
W84;Placenta praevia
W84;Polyhydramnion
W84;Svangerskap (mistenkt) fosterhypoksi
W84;Svangerskap (mistenkt) skade foster
W84;Svangerskap (mistenkt) sykdom foster
W84;Svangerskap isoimmunisering
W84;Svangerskap kontroll høy-risiko
W84;Svangerskap med kjent diabetes
W84;Svangerskap misforhold bekken
W84;Svangerskap misforhold fosterleie
W84;Svangerskap misforhold hos foster
W84;Svangerskap rhesusimmunisering
W84;Svangerskap sykdom underliv
W84;Svangerskap tvillinger/flere
W84;Svangerskap underernæring
W84;Anemi i svangerskap
W84;Diabetes/annen kronisk sykdom fra tidligere som påvirker svangerskapet
W84;Eldre førstegangsfødende
W84;Feil fosterleie
W84;Flersvangerskap
W84;For tidlig fødselsarbeid
W84;Forliggende morkake/placenta praevia
W84;Lite foster
W85;Svangerskapsdiabetes
W85;Diabetes oppstått under svangerskap INA
W85;Diabetes mellitus som oppstår under svangerskap
W90;Ukomplisert fødsel levendefødt barn
W91;Ukomplisert fødsel dødfødt barn
W92;Komplisert fødsel levendefødt barn
W92;Abruptio placentae
W92;Fødsel langvarig
W92;Fødsel mekanisk hinder
W92;Morkake retinert
W92;Morkakeløsning
W92;Obstetrisk skade IKA
W92;Setefødsel levendefødt
W92;Styrtfødsel
W92;Vannavgang for tidlig
W92;Dystoci
W92;For tidlig morkakeløsning
W92;Induksjon av fødsel
W92;Keisersnitt
W92;Levendefødt etter komplisert fødsel
W92;Mekanisk hindret fødsel
W92;Skader forsårsaket av barnefødsel
W92;Vending
W93;Komplisert fødsel dødfødt barn
W93;Abruptio placentae dødfødt
W93;Fødsel langvarig dødfødt
W93;Fødsel mekanisk hinder dødfødt
W93;Morkake retinert dødfødt
W93;Morkakeløsning dødfødt
W93;Obstetrisk skade IKA dødfødt
W93;Setefødsel dødfødt
W93;Vannavgang for tidlig dødfødt
W93;Dødfødsel etter komplisert fødsel
W93;Dystoci
W93;For tidlig morkakeløsning
W93;Induksjon av fødsel
W93;Keisersnitt
W93;Mekanisk hindret fødsel
W93;Skade forårsaket av barnefødsel
W93;Vending
W94;Mastitt i barseltid
W94;Abscess bryst i barseltid
W94;Brystbetennelse i barseltid
W94;Infeksjon bryst i barseltid
W94;Infeksjon brystvorte barseltid
W94;Mastitt purulent i puerperiet
W94;Melkefeber
W94;Puerperal mastitt
W94;Abcess i bryst
W95;Brystsykdom i svangerskap/barseltid IKA
W95;Brystvorte inntrukket puerperiet
W95;Brystvorte sprukken puerperiet
W95;Melkeproduksjon ingen
W95;Melkeproduksjon sviktende
W95;Sykdom bryst puerperiet/diegiv IKA
W95;Brystsykdom i ammingsperioden
W95;Sprukken/inntrukket brystvorte
